"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20090003496","57987","9131"
"T20090003498","57357","103176"
"T20090003513","64988","5174"
"T20090003590","29887","1002"
"T20090003667","49691","7616"
"T20090003748","29922","9194"
"T20090003765","57937","1346"
"T20090003784","57573","6016"
"T20090003831","15439","7850"
"T20090003843","43081","6236"
"T20090003979","369","9479"
"T20090004053","58082","104817"
"T20090004092","36041","9156"
"T20090004095","49404","7552"
"T20090004104","58069","100022"
"T20090004121","58031","103566"
"T20090004223","52110","1153"
"T20090004267","57577","6023"
"T20090004298","43095","6220"
"T20090004382","38377","5114"
"T20090004386","46819","9477"
"T20090004645","56369","104621"
"T20090004683","41910","5791"
"T20090004688","43772","8861"
"T20090004797","58013","103940"
"T20090004804","15456","7891"
"T20090004874","53359","2258"
"T20090004896","29442","5685"
"T20090004902","11","9205"
"T20090004934","47919","1001"
"T20090004935","35784","7781"
"T20090004962","29562","8818"
"T20090005022","33534","101499"
"T20090005093","57353","8691"
"T20090005205","29556","103331"
"T20090005229","49240","2313"
"T20090005310","58005","6568"
"T20090005330","11397","8967"
"T20090005373","612","5538"
"T20090005400","38576","1004"
"T20090005416","846","106069"
"T20090005433","57489","5419"
"T20090005438","49240","2313"
"T20090005538","38098","9032"
"T20090005564","57709","9390"
"T20090005685","32012","5538"
"T20090005794","58029","7796"
"T20090005827","37200","9380"
"T20090005828","35939","9057"
"T20090005908","228","9406"
"T20090005932","57538","5762"
"T20090005932","57538","100943"
"T20090005991","929","6605"
"T20090005995","58053","105654"
"T20090006022","46543","1004"
"T20090006052","46405","9065"
"T20090006119","67813","9536"
"T20090006145","84","5272"
"T20090006155","58034","9305"
"T20090006159","222327","1336"
"T20090006243","220947","102958"
"T20090006272","953","6695"
"T20090006279","40577","5609"
"T20090006309","34021","5673"
"T20090006355","35572","6009"
"T20090006398","39320","5352"
"T20090006454","33879","1002"
"T20090006570","29777","6900"
"T20090006581","36210","9279"
"T20090006595","29893","1001"
"T20090006608","244718","9569"
"T20090006611","29619","5485"
"T20090006661","57452","106114"
"T20090006850","10592","1000"
"T20090006908","52494","1024"
"T20090006916","46197","6203"
"T20090006994","29773","6797"
"T20090007011","29522","9226"
"T20090007018","29435","8803"
"T20090007046","46819","9477"
"T20090007071","30025","4022"
"T20090007100","34021","5673"
"T20090007176","29694","6374"
"T20090007189","30323","8544"
"T20090007214","47973","9554"
"T20090007248","57356","2380"
"T20090007263","57539","5760"
"T20090007266","29512","5091"
"T20090007325","37962","9010"
"T20090007338","58043","101239"
"T20090007369","34410","9104"
"T20090007390","58058","103889"
"T20090007428","24378","6509"
"T20090007480","47153","6219"
"T20090007566","868","6379"
"T20090007605","57434","5149"
"T20090007623","37952","102346"
"T20090007652","40289","5442"
"T20090007795","57471","9391"
"T20090007806","29396","9329"
"T20090007835","36862","9441"
"T20090007926","48118","101983"
"T20090008008","29755","8683"
"T20090008047","29591","9544"
"T20090008059","42565","101131"
"T20090008121","29771","6667"
"T20090008125","65993","5311"
"T20090008143","35330","6434"
"T20090008246","37872","9098"
"T20090008452","713","5957"
"T20090008503","39747","5141"
"T20090008517","225346","8898"
"T20090008555","29429","9408"
"T20090008669","46327","6202"
"T20090008684","1190","100334"
"T20090008704","57594","6228"
"T20090008810","36271","104777"
"T20090008818","215","100580"
"T20090008868","54410","102418"
"T20090008885","34021","5673"
"T20090008918","28872","6424"
"T20090008993","35714","9155"
"T20090009011","43170","6432"
"T20090009015","58084","8592"
"T20090009025","58085","7880"
"T20090009043","29906","6598"
"T20090009046","29573","5329"
"T20090009071","22519","2274"
"T20090009075","40110","102496"
"T20090009113","41019","8844"
"T20090009159","58075","1292"
"T20090009164","34265","7638"
"T20090009215","45878","101439"
"T20090009279","29492","104435"
"T20090009327","34725","106094"
"T20090009360","222615","9519"
"T20090009395","949","6684"
"T20090009403","1190","100334"
"T20090009428","29743","6777"
"T20090009477","34104","101245"
"T20090009489","39558","5308"
"T20090009541","34171","106088"
"T20090009725","31588","5328"
"T20090009779","49994","103577"
"T20090009802","31588","5328"
"T20090009808","793","1000"
"T20090009808","793","6086"
"T20090009891","46544","8903"
"T20090009931","34398","9362"
"T20090009978","868","6379"
"T20090010003","57501","9499"
"T20090010010","33759","5763"
"T20090010041","29525","9307"
"T20090010043","29702","6286"
"T20090010052","41843","5710"
"T20090010061","57846","6409"
"T20090010066","55700","5397"
"T20090010157","32079","106094"
"T20090010170","29517","9254"
"T20090010198","58086","8843"
"T20090010205","29538","5365"
"T20090010245","29470","5433"
"T20090010268","34518","9005"
"T20090010303","167","8669"
"T20090010369","44245","8587"
"T20090010429","29968","3108"
"T20090010445","34536","5510"
"T20090010467","53892","7653"
"T20090010513","29556","103331"
"T20090010539","15202","3087"
"T20090010544","30032","2287"
"T20090010551","29939","7627"
"T20090010555","36997","103646"
"T20090010557","29551","106070"
"T20090010684","29887","1002"
"T20090010741","50996","3103"
"T20090010749","29832","9142"
"T20090010811","34185","4028"
"T20090010882","225360","102923"
"T20090010939","222191","105259"
"T20090010974","39397","5143"
"T20090011007","30006","101792"
"T20090011026","343","5266"
"T20090011164","919","6636"
"T20090011199","876","6270"
"T20090011348","29565","5348"
"T20090011375","29549","5300"
"T20090011389","222201","7618"
"T20090011409","29448","9597"
"T20090011453","29652","5827"
"T20090011458","29387","9395"
"T20090011461","33419","7734"
"T20090011465","38321","5116"
"T20090011543","29605","5683"
"T20090011607","29633","104466"
"T20090011645","29746","6456"
"T20090011731","222575","104100"
"T20090011733","29474","5441"
"T20090011741","29735","6626"
"T20090011785","35379","7770"
"T20090011875","41765","5784"
"T20090011917","29438","9372"
"T20090011952","34510","9053"
"T20090011959","83","9299"
"T20090011970","29743","6777"
"T20090012166","46997","1002"
"T20090012214","29770","6654"
"T20090012221","30011","7984"
"T20090012344","29869","9586"
"T20090012455","29700","6404"
"T20090012508","37702","5528"
"T20090012581","44972","9011"
"T20090012589","34705","104270"
"T20090012672","29879","103331"
"T20090012738","15406","7725"
"T20090012764","34725","106094"
"T20090012804","33879","1002"
"T20090012887","376","102938"
"T20090012917","29900","8768"
"T20090012977","22519","2274"
"T20090012996","222476","5979"
"T20090013011","30169","2110"
"T20090013019","222477","100509"
"T20090013020","1062","6909"
"T20090013021","30820","9200"
"T20090013027","35114","6343"
"T20090013087","30027","3099"
"T20090013123","42197","6153"
"T20090013128","1323","8758"
"T20090013221","29755","8683"
"T20090013223","29741","6673"
"T20090013231","29618","5570"
"T20090013282","29387","9395"
"T20090013342","35262","7715"
"T20090013423","32339","100864"
"T20090013438","29387","9395"
"T20090013448","34813","9210"
"T20090013459","33879","1002"
"T20090013480","29953","7833"
"T20090013523","29416","9375"
"T20090013530","957","6703"
"T20090013661","29729","8987"
"T20090013699","37911","9160"
"T20090013878","29464","9498"
"T20090013921","29464","9498"
"T20090013928","29425","9391"
"T20090013937","29837","8716"
"T20090013941","35149","103621"
"T20090013998","10592","1000"
"T20090014040","868","6379"
"T20090014051","29893","1001"
"T20090014063","34986","6547"
"T20090014066","30002","6047"
"T20090014158","228","9406"
"T20090014325","32435","5707"
"T20090014385","36214","9298"
"T20090014401","34918","102787"
"T20090014424","36525","101711"
"T20090014461","29375","9241"
"T20090014463","30349","101938"
"T20090014509","29710","6284"
"T20090014512","29947","7711"
"T20090014534","68506","5767"
"T20090014535","277173","6789"
"T20090014597","223650","7599"
"T20090014686","32692","6010"
"T20090014742","32393","5674"
"T20090014812","43567","6769"
"T20090014823","29517","9254"
"T20090014928","43935","106073"
"T20090014934","29511","103751"
"T20090014977","222303","6703"
"T20090015087","35081","6743"
"T20090015130","33759","5763"
"T20090015209","42176","6116"
"T20090015224","792","6047"
"T20090015284","50405","8015"
"T20090015313","29618","5570"
"T20090015374","29364","9206"
"T20090015399","67715","5634"
"T20090015405","298","8783"
"T20090015406","34970","8757"
"T20090015500","29667","5814"
"T20090015561","29860","6230"
"T20090015569","41363","5891"
"T20090015596","29566","5350"
"T20090015746","30007","7737"
"T20090015803","222387","8563"
"T20090015812","29950","7765"
"T20090015944","57779","5397"
"T20090015955","35992","102956"
"T20090016025","29390","104777"
"T20090016081","29908","8608"
"T20090016147","410","9023"
"T20090016153","223666","105427"
"T20090016278","64852","9214"
"T20090016292","29491","9007"
"T20090016327","29877","6511"
"T20090016353","35182","100417"
"T20090016389","29999","2254"
"T20090016430","29631","8843"
"T20090016450","222637","104459"
"T20090016469","43152","6282"
"T20090016491","10592","1000"
"T20090016562","72427","101708"
"T20090016585","50177","7795"
"T20090016592","32247","5598"
"T20090016739","32492","5734"
"T20090016783","33419","7734"
"T20090016805","57709","9390"
"T20090016832","42474","6050"
"T20090016883","51855","4024"
"T20090016982","17614","3095"
"T20090017004","44835","1304"
"T20090017020","29744","6761"
"T20090017108","32382","5669"
"T20090017124","42081","102946"
"T20090017158","53208","7820"
"T20090017168","69137","5930"
"T20090017173","50013","7723"
"T20090017184","29395","8853"
"T20090017269","29743","6777"
"T20090017412","222523","5527"
"T20090017510","39728","8941"
"T20090017531","29832","9142"
"T20090017539","35636","1022"
"T20090017600","38694","8690"
"T20090017692","883","8959"
"T20090017697","222798","9463"
"T20090017788","83","9299"
"T20090017922","40035","9465"
"T20090017931","277179","3252"
"T20090017938","29871","9061"
"T20090017983","223803","102958"
"T20090018001","15443","100568"
"T20090018034","57531","9555"
"T20090018071","222851","1029"
"T20090018108","46284","106082"
"T20090018119","223694","7615"
"T20090018167","43152","6282"
"T20090018378","226486","1002"
"T20090018466","42791","6316"
"T20090018522","224767","9146"
"T20090018530","49680","7608"
"T20090018566","222826","100784"
"T20090018606","38155","9047"
"T20090018611","60301","3251"
"T20090018624","40914","5669"
"T20090018715","222859","7813"
"T20090018796","36858","9413"
"T20090018805","222946","9245"
"T20090018827","42947","6311"
"T20090018887","49349","3036"
"T20090018916","29454","9460"
"T20090018968","222991","102035"
"T20090019000","73005","101378"
"T20090019015","222997","103643"
"T20090019028","39558","5308"
"T20090019112","42157","6092"
"T20090019153","43662","8536"
"T20090019183","55834","1208"
"T20090019257","56087","1160"
"T20090019266","42155","6101"
"T20090019273","45139","9159"
"T20090019293","222986","4178"
"T20090019357","37777","8681"
"T20090019359","36982","9440"
"T20090019412","43895","6606"
"T20090019438","57629","1027"
"T20090019459","28872","6424"
"T20090019460","223021","100157"
"T20090019473","44997","9143"
"T20090019480","673","5849"
"T20090019620","29870","9419"
"T20090019650","29464","9498"
"T20090019735","53021","2355"
"T20090019740","40149","103614"
"T20090019753","39112","103335"
"T20090019776","39137","103334"
"T20090019778","37587","9463"
"T20090019912","599","5491"
"T20090019920","66242","5365"
"T20090019931","37908","105057"
"T20090019980","36291","9323"
"T20090020000","223225","8644"
"T20090020016","223228","7765"
"T20090020064","43859","6583"
"T20090020075","44123","103218"
"T20090020087","228","9406"
"T20090020142","22677","2144"
"T20090020225","39728","8941"
"T20090020347","65450","5232"
"T20090020385","84","5272"
"T20090020432","29538","5365"
"T20090020501","57576","106088"
"T20090020509","232708","5336"
"T20090020574","224568","5794"
"T20090020657","42815","6381"
"T20090020782","223296","6057"
"T20090020794","42451","6033"
"T20090020865","223311","5789"
"T20090020971","223319","6815"
"T20090020993","38608","8685"
"T20090021040","41804","5892"
"T20090021149","42575","6162"
"T20090021169","223310","8703"
"T20090021198","42805","6348"
"T20090021247","43152","6282"
"T20090021278","41713","5715"
"T20090021299","69231","5947"
"T20090021329","29517","9254"
"T20090021336","223339","7669"
"T20090021454","43674","8537"
"T20090021564","37143","9418"
"T20090021712","42822","8978"
"T20090021771","36731","5673"
"T20090021772","57530","5678"
"T20090021910","46255","5123"
"T20090022013","224062","3033"
"T20090022037","33759","5763"
"T20090022061","223441","2254"
"T20090022066","43419","6631"
"T20090022117","225952","9060"
"T20090022154","35588","6065"
"T20090022196","223918","102023"
"T20090022205","41415","102688"
"T20090022268","221370","3155"
"T20090022312","37452","100635"
"T20090022486","57887","102590"
"T20090022518","29559","5298"
"T20090022550","36230","9314"
"T20090022651","224013","2198"
"T20090022662","54212","5012"
"T20090022676","43035","6364"
"T20090022848","45641","9164"
"T20090022856","40500","5518"
"T20090022863","57474","9414"
"T20090022893","224139","102788"
"T20090022905","57305","4159"
"T20090022953","43892","6600"
"T20090023109","35532","5593"
"T20090023137","224040","9440"
"T20090023197","54089","6083"
"T20090023208","34171","106088"
"T20090023230","40576","5599"
"T20090023331","70759","6386"
"T20090023348","72946","1241"
"T20090023418","224163","2051"
"T20090023481","38859","8708"
"T20090023527","38009","9179"
"T20090023550","32079","106094"
"T20090023568","52112","1156"
"T20090023630","37585","9474"
"T20090023633","56077","7724"
"T20090023670","42414","6097"
"T20090023738","41777","5790"
"T20090023849","37753","8679"
"T20090023896","35824","106096"
"T20090023960","45763","8864"
"T20090023976","37312","103669"
"T20090024046","48590","1006"
"T20090024059","40831","5581"
"T20090024076","40650","5527"
"T20090024140","44205","8627"
"T20090024270","29908","8608"
"T20090024305","37184","9437"
"T20090024341","1318","9017"
"T20090024377","56060","8990"
"T20090024396","48818","104318"
"T20090024409","43510","6671"
"T20090024480","38843","103705"
"T20090024483","40500","5518"
"T20090024518","224428","6822"
"T20090024537","39782","5318"
"T20090024570","55375","103773"
"T20090024644","44382","9567"
"T20090024687","42197","6153"
"T20090024711","29908","8608"
"T20090024742","43430","6693"
"T20090024801","224606","6048"
"T20090024849","45881","1030"
"T20090024875","44382","9567"
"T20090025002","54466","1243"
"T20090025086","44497","7771"
"T20090025253","222615","9519"
"T20090025273","40205","5672"
"T20090025275","94","8643"
